LR_iteration,Stepsize,path_node_seq,path_ime_sequence
0,1.000000,173;1285;5018;153;153;5018;1289;4952;154;154;4952;1290;174;174;,1;2;4;5;20;21;23;25;26;60;61;63;64;100;,175;5017;5018;153;153;5018;1289;4952;154;154;4952;5440;11127;11126;5441;5861;10872;5030;176;176;,1;2;3;4;20;21;23;25;26;60;61;63;64;65;66;67;69;71;72;100;,177;1318;11160;5112;11172;5210;5211;5209;5208;11261;5214;11259;5587;5174;169;169;5174;5868;5216;11507;5175;11257;170;170;11257;5175;5729;5929;178;178;,1;2;4;5;6;7;8;9;10;12;14;15;16;17;18;30;31;32;33;35;37;39;40;60;61;63;65;67;68;100;,179;1346;11172;5210;5211;161;161;5211;5210;11172;1353;11173;162;162;11173;1354;5592;1323;180;180;,1;2;4;5;6;7;25;26;27;28;30;32;33;65;66;68;70;72;73;100;,181;1316;11148;5736;157;157;5736;11148;5113;11160;5112;11172;1353;11173;158;158;11173;5219;1355;182;182;,1;2;4;5;6;20;21;22;23;24;25;26;28;30;31;60;61;63;65;66;100;,183;5929;5729;5175;11507;5216;5868;5174;1357;165;165;1357;5174;5587;11259;167;11259;1356;11183;1355;168;168;1355;11183;1356;6256;1352;166;1352;11181;1349;5219;1355;184;184;,1;2;4;6;8;10;11;12;14;15;25;26;28;29;30;31;32;34;36;38;39;60;61;63;65;67;69;70;71;73;75;77;79;80;100;,185;5356;5216;5868;5174;1357;165;165;1357;5174;5587;11259;167;11259;1356;11183;1355;168;168;1355;11183;1356;6256;1352;166;1352;11181;1349;5219;1355;186;186;,1;2;3;4;5;7;8;25;26;28;29;30;31;32;34;36;38;39;60;61;63;65;67;69;70;71;73;75;77;79;80;100;,189;4899;5030;10872;5861;5441;11126;11127;5440;11125;5436;5018;153;153;5018;1289;4952;154;154;4952;1289;5018;5017;11146;5736;8116;190;190;,1;2;4;6;8;9;10;11;12;14;16;17;18;20;21;23;25;26;60;61;63;65;66;67;68;70;71;100;,191;5119;5727;5118;11255;5117;5;4;3;2;1;5592;1354;11173;1353;11172;5210;5211;161;161;5211;5210;11172;1353;11173;162;162;11173;1353;11172;5112;11160;5113;11148;5736;8116;192;192;,1;2;3;4;5;6;7;8;9;10;11;12;14;16;18;20;21;22;23;25;26;27;28;30;32;33;65;66;68;70;71;72;73;74;75;77;78;100;,
Upperbound:, ,173;1285;5018;5017;11146;5736;11148;5113;11160;5112;11172;5210;5211;5209;163;163;5209;1352;171;171;1352;6256;1356;6255;172;172;6255;1357;164;164;1357;6255;1356;6256;1352;5209;5211;5210;11172;5112;11160;5113;11148;5736;11146;5017;5018;1289;4952;1290;174;174;,1;2;4;5;6;7;8;9;10;11;12;13;14;15;16;25;26;28;29;30;31;33;35;37;38;60;61;63;64;65;66;68;70;72;74;76;77;78;79;80;81;82;83;84;85;86;87;89;91;93;94;100;,175;5017;11146;5736;11148;5113;11160;5112;11172;5210;5211;5209;5208;11261;5214;11259;5587;5174;1357;165;165;1357;5174;5587;11259;167;11259;1356;11183;1355;168;168;1355;11183;1356;6256;1352;166;1352;5209;5211;5210;11172;5112;11160;5113;11148;5736;11146;5017;5018;5436;11125;5440;11127;11126;5441;5861;10872;5030;176;176;,1;2;3;4;5;6;7;8;9;10;11;12;13;15;17;18;19;20;22;23;25;26;28;29;30;31;32;34;36;38;39;60;61;63;65;67;69;70;71;73;74;75;76;77;78;79;80;81;82;83;84;85;87;89;90;91;92;93;95;97;98;100;,177;1318;11160;5112;11172;5210;5211;5209;159;159;5209;5211;5210;11172;1353;11173;160;160;11173;5219;1355;11183;5215;5588;11184;11257;5175;5729;5929;178;178;,1;2;4;5;6;7;8;9;10;25;26;27;28;29;31;33;34;65;66;68;70;72;74;76;78;80;82;84;86;87;100;,179;1346;11172;5112;11160;5113;11148;5736;157;157;5736;11148;5113;11160;5112;11172;1353;11173;158;158;11173;1354;5592;1323;180;180;,1;2;4;5;6;7;8;9;10;20;21;22;23;24;25;26;28;30;31;60;61;63;65;67;68;100;,181;1316;11148;5736;11146;5017;5018;155;155;5018;5017;11124;5022;5524;5863;5009;5027;11129;5034;156;156;5034;11129;5027;11150;5109;4804;5106;5117;5;4;3;2;1;5592;1354;11173;5219;1355;182;182;,1;2;4;5;6;7;8;9;20;21;22;24;26;28;30;32;34;36;38;39;60;61;63;65;67;69;71;73;75;76;77;78;79;80;81;83;85;87;89;90;100;,183;5929;5729;5175;11507;5216;5868;5174;169;169;5174;5868;5216;11507;5175;11257;170;170;11257;11184;5588;5215;11183;1355;184;184;,1;2;4;6;8;10;11;12;13;30;31;32;33;35;37;39;40;60;61;63;65;67;69;71;72;100;,185;5356;5216;5868;5174;5587;11259;5214;11261;5208;5209;5211;161;161;5211;5210;11172;1353;11173;162;162;11173;5219;1355;186;186;,1;2;3;4;5;6;7;8;10;12;13;14;15;25;26;27;28;30;32;33;65;66;68;70;71;100;,189;4899;5030;10872;5861;5441;11126;11127;5440;11125;5436;5018;153;153;5018;1289;4952;154;154;4952;1289;5018;5017;11146;5736;8116;190;190;,1;2;4;6;8;9;10;11;12;14;16;17;18;20;21;23;25;26;60;61;63;65;66;67;68;70;71;100;,191;5119;5727;5118;11255;5117;5;4;3;2;1;5592;1323;11161;1322;11160;5113;11148;5736;8116;192;192;,1;2;3;4;5;6;7;8;9;10;11;12;14;16;18;20;21;22;23;25;26;100;,
