name,link_id,from_node_id,to_node_id,link_type_name,direction,length_in_mile,number_of_lanes,speed_limit_in_mph,saturation_flow_rate_in_vhc_per_hour_per_lane,lane_capacity_in_vhc_per_hour,link_type,jam_density_in_vhc_pmpl,wave_speed_in_mph,effective_green_time_length_in_second,green_start_time_in_second,AADT_conversion_factor,mode_code,grade,geometry,KML_green_height,KML_red_height,KML_blue_height,KML_yellow_leightnumber_of_left_turn_bays,length_of_bays_in_feet,left_turn_capacity_in_veh_per_hour,from_approach,to_approach,reversed_link_id,h0_link_volume,h1_link_volume,h2_link_volume,h3_link_volume,h4_link_volume,h5_link_volume,h6_link_volume,h7_link_volume,h8_link_volume,h9_link_volume,h10_link_volume,h11_link_volume,h12_link_volume,h13_link_volume,h14_link_volume,h15_link_volume,h16_link_volume,h17_link_volume,h18_link_volume,h19_link_volume,h20_link_volume,h21_link_volume,h22_link_volume,h23_link_volume,h0_speed,h1_speed,h2_speed,h3_speed,h4_speed,h5_speed,h6_speed,h7_speed,h8_speed,h9_speed,h10_speed,h11_speed,h12_speed,h13_speed,h14_speed,h15_speed,h16_speed,h17_speed,h18_speed,h19_speed,h20_speed,h21_speed,h22_speed,h23_speed,h0_travel_time,h1_travel_time,h2_travel_time,h3_travel_time,h4_travel_time,h5_travel_time,h6_travel_time,h7_travel_time,h8_travel_time,h9_travel_time,h10_travel_time,h11_travel_time,h12_travel_time,h13_travel_time,h14_travel_time,h15_travel_time,h16_travel_time,h17_travel_time,h18_travel_time,h19_travel_time,h20_travel_time,h21_travel_time,h22_travel_time,h23_travel_time
700 West,5730,5730,8172,Major arterial,1,0.178,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.905562,40.583282,0.0 -111.905566,40.580699,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,81720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,664,595,16,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,33.47,28.28,29.07,35,35,35,35,17.5,0,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.32,0.38,0.37,0.31,0.31,0.31,0.31,0.61,10.68
700 West,123,5730,11763,Major arterial,1,0.112,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.905436,40.583282,0.0 -111.905425,40.584909,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,117630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,385,211,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.61,32.52,34.08,35,35,35,35,17.5,0,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.21,0.2,0.19,0.19,0.19,0.19,0.38,6.72
700 West,132,6185,8172,Major arterial,1,0.341,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.905451,40.575754,0.0 -111.905440,40.580699,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,397,230,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.19,32.64,33.54,35,35,35,35,17.5,0,0.6,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.6,0.63,0.61,0.58,0.58,0.58,0.58,1.17,20.46
700 West,142,7210,11763,Major arterial,1,0.075,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.904873,40.585902,0.0 -111.905540,40.584945,0.0</coordinates></LineString>",0,0,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,652,574,8,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,29.6,21.76,24.4,35,35,35,35,17.5,0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.15,0.21,0.18,0.13,0.13,0.13,0.13,0.26,4.5
700 West,8172,8172,5730,Major arterial,1,0.178,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.905440,40.580699,0.0 -111.905436,40.583282,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,57300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,442,261,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,32.99,31.32,33.77,35,35,35,35,17.5,0,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.32,0.34,0.32,0.31,0.31,0.31,0.31,0.61,10.68
700 West,145,8172,6185,Major arterial,1,0.341,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.905566,40.580699,0.0 -111.905577,40.575754,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,564,499,16,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.79,34.09,34.39,35,35,35,35,17.5,0,0.6,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.59,0.6,0.59,0.58,0.58,0.58,0.58,1.17,20.46
700 West,11150,11150,5027,Major arterial,1,0.238,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910269,40.607207,0.0 -111.910251,40.610655,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,490,302,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.19,32.22,33.66,35,35,35,35,17.5,0,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.42,0.44,0.42,0.41,0.41,0.41,0.41,0.82,14.28
700 West,174,11150,5109,Major arterial,1,0.088,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910395,40.607206,0.0 -111.910378,40.605938,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,578,618,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,24.7,3.59,7.11,35,35,35,35,17.5,0,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.21,1.47,0.74,0.15,0.15,0.15,0.15,0.3,5.28
700 West,11763,11763,5730,Major arterial,1,0.112,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.905551,40.584910,0.0 -111.905562,40.583282,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,662,593,9,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,33.07,26.09,30.54,35,35,35,35,17.5,0,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.26,0.22,0.19,0.19,0.19,0.19,0.38,6.72
700 West,204,11763,7210,Major arterial,1,0.075,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.905437,40.584873,0.0 -111.904769,40.585829,0.0</coordinates></LineString>",0,0,0,0,0,0,0,0,0,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,367,210,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,33.65,33.48,33.54,35,35,35,35,17.5,0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.26,4.5
7000 Sout,51,5030,10872,Major arterial,1,0.151,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910232,40.620981,0.0 -111.913103,40.621157,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,108720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,228,122,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39.95,39.22,39.54,40,40,40,40,20,0,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.45,9.06
7000 Sout,101,5436,5577,Major arterial,1,0.187,2,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938743,40.624148,0.0 -111.942301,40.624101,0.0</coordinates></LineString>",0,0,0,0,0,0,0,0,0,55770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,197,135,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,17.5,0,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.64,11.22
7000 Sout,103,5436,11125,Major arterial,1,0.251,2,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938743,40.624022,0.0 -111.933971,40.623960,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,737,447,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.37,33.41,34.37,35,35,35,35,17.5,0,0.45,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.44,0.45,0.44,0.43,0.43,0.43,0.43,0.86,15.06
7000 Sout,104,5440,11125,Major arterial,1,0.251,2,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929191,40.624180,0.0 -111.933971,40.624087,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,239,142,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.95,34.86,34.79,35,35,35,35,17.5,0,0.45,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.86,15.06
7000 Sout,5577,5577,5436,Major arterial,1,0.187,2,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.942299,40.623975,0.0 -111.938741,40.624022,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,942,504,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,33.68,31.49,33.18,35,35,35,35,17.5,0,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.33,0.36,0.34,0.32,0.32,0.32,0.32,0.64,11.22
7000 Sout,128,5861,10872,Major arterial,1,0.12,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.915215,40.621757,0.0 -111.913127,40.621035,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,613,379,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39.47,39.24,14.57,40,40,40,40,20,0,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.49,0.18,0.18,0.18,0.18,0.36,7.2
7000 Sout,10872,10872,5030,Major arterial,1,0.151,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.913111,40.621032,0.0 -111.910239,40.620856,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,609,428,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39.3,36.22,13.26,40,40,40,40,20,0,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.25,0.68,0.23,0.23,0.23,0.23,0.45,9.06
7000 Sout,156,10872,5861,Major arterial,1,0.12,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.913086,40.621154,0.0 -111.915174,40.621876,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,176,100,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,20,0,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.36,7.2
7000 Sout,161,11125,5436,Major arterial,1,0.251,2,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.933969,40.624087,0.0 -111.938741,40.624148,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,395,215,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.85,34.09,34.49,35,35,35,35,17.5,0,0.45,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.44,0.44,0.43,0.43,0.43,0.43,0.86,15.06
7000 Sout,162,11125,5440,Major arterial,1,0.251,2,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.933969,40.623960,0.0 -111.929188,40.624054,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,749,437,1,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.3,33.43,34.08,35,35,35,35,17.5,0,0.45,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.44,0.45,0.44,0.43,0.43,0.43,0.43,0.86,15.06
7200 Sout,52,5030,11128,Major arterial,1,0.136,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910237,40.620855,0.0 -111.907657,40.620793,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,111280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,686,445,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39.22,38.48,38.37,40,40,40,40,20,0,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.41,8.16
7200 Sout,5037,5037,11128,Major arterial,1,0.152,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.904766,40.620871,0.0 -111.907654,40.620919,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,205,122,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39.48,38.36,33.71,40,40,40,40,20,0,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.24,0.27,0.23,0.23,0.23,0.23,0.46,9.12
7200 Sout,11128,11128,5030,Major arterial,1,0.136,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.907654,40.620919,0.0 -111.910234,40.620982,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,140,173,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39.71,36.38,17.8,40,40,40,40,20,0,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.22,0.46,0.2,0.2,0.2,0.2,0.41,8.16
7200 Sout,165,11128,5037,Major arterial,1,0.152,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.907656,40.620793,0.0 -111.904768,40.620745,0.0</coordinates></LineString>",0,0,0,0,0,0,0,0,0,50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,621,457,2,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,20,0,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.46,9.12
7800 Sout,35,5009,5863,Major arterial,1,0.19,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.913176,40.610533,0.0 -111.916787,40.610328,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,58630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,167,137,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39.84,39.59,40,40,40,40,20,0,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0.29,0.28,0.28,0.28,0.28,0.57,11.4
7800 Sout,38,5017,11123,Major arterial,1,0.262,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938751,40.609581,0.0 -111.943739,40.609583,0.0</coordinates></LineString>",0,0,0,0,0,0,0,0,0,111230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,156,104,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,20,0,0.41,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.79,15.72
7800 Sout,39,5017,11124,Major arterial,1,0.364,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938751,40.609454,0.0 -111.931819,40.609463,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,852,602,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39.59,38.82,39.31,40,40,40,40,20,0,0.56,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.56,0.56,0.55,0.55,0.55,0.55,1.09,21.84
7800 Sout,44,5022,5524,Major arterial,1,0.199,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929175,40.609353,0.0 -111.925500,40.608669,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,55240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,1117,726,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39.98,39.96,40,40,40,40,40,20,0,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,11.94
7800 Sout,45,5022,11124,Major arterial,1,0.14,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929160,40.609478,0.0 -111.931816,40.609589,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,148,94,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39.8,39.91,40,40,40,40,20,0,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.42,8.4
7800 Sout,5524,5524,5022,Major arterial,1,0.199,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.925477,40.608793,0.0 -111.929151,40.609477,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,175,142,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39.78,39.61,39.47,40,40,40,40,20,0,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,11.94
7800 Sout,108,5524,5863,Major arterial,1,0.47,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.925477,40.608669,0.0 -111.916773,40.610203,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1115,762,2,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39.46,38.54,39.33,40,40,40,40,20,0,0.73,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.73,0.72,0.71,0.71,0.71,0.71,1.41,28.2
7800 Sout,5863,5863,5009,Major arterial,1,0.19,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.916780,40.610202,0.0 -111.913169,40.610407,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,1118,739,3,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39.56,38.84,39.43,40,40,40,40,20,0,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.57,11.4
7800 Sout,129,5863,5524,Major arterial,1,0.47,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.916795,40.610327,0.0 -111.925499,40.608794,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,229,171,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39.98,40,40,40,40,20,0,0.73,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,1.41,28.2
7800 Sout,11123,11123,5017,Major arterial,1,0.262,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.943739,40.609457,0.0 -111.938751,40.609454,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,719,381,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,38.01,36.24,38.19,40,40,40,40,20,0,0.41,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.41,0.43,0.41,0.39,0.39,0.39,0.39,0.79,15.72
7800 Sout,158,11124,5017,Major arterial,1,0.364,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.931819,40.609589,0.0 -111.938751,40.609581,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,218,132,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39.72,39,39.73,40,40,40,40,20,0,0.56,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.56,0.55,0.55,0.55,0.55,0.55,1.09,21.84
7800 Sout,159,11124,5022,Major arterial,1,0.14,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.931822,40.609463,0.0 -111.929166,40.609352,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,819,519,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,38.92,36.7,38.77,40,40,40,40,20,0,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.22,0.23,0.22,0.21,0.21,0.21,0.21,0.42,8.4
8000 South,57,5109,11151,Major arterial,1,0.195,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910314,40.605876,0.0 -111.906609,40.605897,0.0</coordinates></LineString>",0,0,0,0,0,0,0,0,0,111510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,10,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,17.5,0,0.35,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,11.7
8000 South,11151,11151,5109,Major arterial,1,0.195,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.906610,40.606024,0.0 -111.910315,40.606002,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,301,182,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,29.96,20.15,26.65,35,35,35,35,17.5,0,0.35,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.39,0.58,0.44,0.33,0.33,0.33,0.33,0.67,11.7
9000 Sout,5112,5112,5589,Major arterial,1,0.245,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938730,40.587698,0.0 -111.934063,40.587718,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,1287,1059,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39.17,38.09,38.96,40,40,40,40,20,0,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.39,0.38,0.37,0.37,0.37,0.37,0.74,14.7
9000 Sout,58,5112,11159,Major arterial,1,0.256,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938730,40.587825,0.0 -111.943604,40.587825,0.0</coordinates></LineString>",0,0,0,0,0,0,0,0,0,111590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,292,267,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,20,0,0.4,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.77,15.36
