name,link_id,from_node_id,to_node_id,link_type_name,direction,length_in_mile,number_of_lanes,speed_limit_in_mph,saturation_flow_rate_in_vhc_per_hour_per_lane,lane_capacity_in_vhc_per_hour,link_type,jam_density_in_vhc_pmpl,wave_speed_in_mph,effective_green_time_length_in_second,green_start_time_in_second,AADT_conversion_factor,mode_code,grade,geometry,KML_green_height,KML_red_height,KML_blue_height,KML_yellow_leightnumber_of_left_turn_bays,length_of_bays_in_feet,left_turn_capacity_in_veh_per_hour,from_approach,to_approach,reversed_link_id,h0_link_volume,h1_link_volume,h2_link_volume,h3_link_volume,h4_link_volume,h5_link_volume,h6_link_volume,h7_link_volume,h8_link_volume,h9_link_volume,h10_link_volume,h11_link_volume,h12_link_volume,h13_link_volume,h14_link_volume,h15_link_volume,h16_link_volume,h17_link_volume,h18_link_volume,h19_link_volume,h20_link_volume,h21_link_volume,h22_link_volume,h23_link_volume,h0_speed,h1_speed,h2_speed,h3_speed,h4_speed,h5_speed,h6_speed,h7_speed,h8_speed,h9_speed,h10_speed,h11_speed,h12_speed,h13_speed,h14_speed,h15_speed,h16_speed,h17_speed,h18_speed,h19_speed,h20_speed,h21_speed,h22_speed,h23_speed,h0_travel_time,h1_travel_time,h2_travel_time,h3_travel_time,h4_travel_time,h5_travel_time,h6_travel_time,h7_travel_time,h8_travel_time,h9_travel_time,h10_travel_time,h11_travel_time,h12_travel_time,h13_travel_time,h14_travel_time,h15_travel_time,h16_travel_time,h17_travel_time,h18_travel_time,h19_travel_time,h20_travel_time,h21_travel_time,h22_travel_time,h23_travel_time
7000 Sout,105,5440,11127,Highway/Expressway,1,0.238,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929195,40.624054,0.0 -111.924691,40.623684,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,111270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,671,364,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.86,49.66,49.85,50,50,50,50,25,0,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.57,14.28
7000 Sout,5441,5441,5861,Highway/Expressway,1,0.141,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.917144,40.623193,0.0 -111.915232,40.621766,0.0</coordinates></LineString>",0,0,0,0,0,0,0,0,0,58610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,564,359,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.33,48.82,25.98,50,50,50,50,25,0,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.33,0.17,0.17,0.17,0.17,0.34,8.46
7000 Sout,107,5441,11126,Highway/Expressway,1,0.087,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.917088,40.623304,0.0 -111.918618,40.623785,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,111260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,126,47,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,25,0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.21,5.22
7000 Sout,5861,5861,5441,Highway/Expressway,1,0.141,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.915157,40.621867,0.0 -111.917069,40.623295,0.0</coordinates></LineString>",0,0,0,0,0,0,0,0,0,54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,173,96,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.8,49.78,49.89,50,50,50,50,25,0,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.34,8.46
7000 Sout,11126,11126,5441,Highway/Expressway,1,0.087,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.918656,40.623664,0.0 -111.917126,40.623184,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,560,304,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.87,49.38,34.71,50,50,50,50,25,0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.15,0.1,0.1,0.1,0.1,0.21,5.22
7000 Sout,163,11126,11127,Highway/Expressway,1,0.318,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.918637,40.623787,0.0 -111.924686,40.623810,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,240,159,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.95,49.92,50,50,50,50,50,25,0,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.76,19.08
7000 Sout,11127,11127,5440,Highway/Expressway,1,0.238,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.924681,40.623809,0.0 -111.929184,40.624180,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,236,125,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.94,48.29,49.95,50,50,50,50,25,0,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.3,0.29,0.29,0.29,0.29,0.29,0.57,14.28
7000 Sout,164,11127,11126,Highway/Expressway,1,0.318,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.924686,40.623683,0.0 -111.918637,40.623661,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,671,382,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.88,49.53,44.89,50,50,50,50,25,0,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.39,0.43,0.38,0.38,0.38,0.38,0.76,19.08
9000 Sout,66,5117,11255,Highway/Expressway,1,0.123,3,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910222,40.587654,0.0 -111.907884,40.587750,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,112550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,1491,1160,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.49,35.34,34.24,50,50,50,50,25,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.21,0.22,0.15,0.15,0.15,0.15,0.3,7.38
9000 Sout,5118,5118,5727,Highway/Expressway,1,0.112,3,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.904261,40.587951,0.0 -111.902133,40.587936,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,57270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,968,785,2,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.14,49.15,48.92,50,50,50,50,25,0,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.27,6.72
9000 Sout,68,5118,11255,Highway/Expressway,1,0.191,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.904264,40.588077,0.0 -111.907890,40.587875,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,149,70,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.93,49.85,49.37,50,50,50,50,25,0,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.46,11.46
9000 Sout,5119,5119,5727,Highway/Expressway,1,0.058,3,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.901028,40.588034,0.0 -111.902131,40.588063,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,295,170,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.94,49,49.33,50,50,50,50,25,0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,3.48
9000 Sout,5727,5727,5118,Highway/Expressway,1,0.112,3,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.902133,40.588063,0.0 -111.904260,40.588077,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,51180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,262,108,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,48.15,39.03,46.39,50,50,50,50,25,0,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.17,0.14,0.13,0.13,0.13,0.13,0.27,6.72
9000 Sout,118,5727,5119,Highway/Expressway,1,0.058,3,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.902135,40.587936,0.0 -111.901032,40.587908,0.0</coordinates></LineString>",0,0,0,0,0,0,0,0,0,51190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,746,622,3,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,25,0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,3.48
9000 Sout,11255,11255,5117,Highway/Expressway,1,0.123,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.907889,40.587876,0.0 -111.910227,40.587780,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,57,57,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,25,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,7.38
9000 Sout,193,11255,5118,Highway/Expressway,1,0.191,3,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.907883,40.587750,0.0 -111.904257,40.587951,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,1417,1262,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,37.76,4.11,15.63,50,50,50,50,25,0,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.3,2.79,0.73,0.23,0.23,0.23,0.23,0.46,11.46
9000South,228,5592,1,Highway/Expressway,1,0.138,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.922175,40.587679,0.0 -111.920178,40.587675,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,1700,1257,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,48.87,47.55,48.32,50,50,50,50,25,0,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.33,8.28
9000South,1,1,2,Highway/Expressway,1,0.122,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.920178,40.587675,0.0 -111.918417,40.587671,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,1704,1242,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,47.44,44.12,46.44,50,50,50,50,25,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.17,0.16,0.15,0.15,0.15,0.15,0.29,7.32
9000South,2,2,3,Highway/Expressway,1,0.134,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.918417,40.587671,0.0 -111.916477,40.587667,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,1699,1272,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,48.12,45.74,47.29,50,50,50,50,25,0,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.18,0.17,0.16,0.16,0.16,0.16,0.32,8.04
9000South,3,3,4,Highway/Expressway,1,0.145,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.916477,40.587667,0.0 -111.914379,40.587663,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,1700,1250,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.29,48.39,49.14,50,50,50,50,25,0,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.35,8.7
9000South,4,4,5,Highway/Expressway,1,0.136,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.914379,40.587663,0.0 -111.912416,40.587659,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,1700,1195,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,48.3,46.78,48.31,50,50,50,50,25,0,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.33,8.16
9000South,5,5,5117,Highway/Expressway,1,0.152,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.912416,40.587659,0.0 -111.910225,40.587654,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,1701,1283,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,48.84,47.13,45.06,50,50,50,50,25,0,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.19,0.19,0.2,0.18,0.18,0.18,0.18,0.36,9.12
9000South,229,5117,5,Highway/Expressway,1,0.152,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910225,40.587780,0.0 -111.912416,40.587785,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,303,168,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.91,49.46,49.87,50,50,50,50,25,0,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.36,9.12
9000South,230,5,4,Highway/Expressway,1,0.136,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.912416,40.587785,0.0 -111.914379,40.587789,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,289,157,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.93,49.51,49.67,50,50,50,50,25,0,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.33,8.16
9000South,231,4,3,Highway/Expressway,1,0.145,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.914379,40.587789,0.0 -111.916477,40.587793,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,243,161,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.88,49.73,50,50,50,50,50,25,0,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.35,8.7
9000South,232,3,2,Highway/Expressway,1,0.134,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.916477,40.587793,0.0 -111.918417,40.587797,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,247,155,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.88,49.88,50,50,50,50,50,25,0,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.32,8.04
9000South,233,2,1,Highway/Expressway,1,0.122,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.918417,40.587797,0.0 -111.920177,40.587801,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,192,156,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.89,50,50,50,50,50,25,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.29,7.32
9000South,234,1,5592,Highway/Expressway,1,0.138,2,50,1800,1450,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.920177,40.587801,0.0 -111.922174,40.587805,0.0</coordinates></LineString>",0,0,0,0,0,0,0,W,E,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,248,166,0,0,0,0,0,0,48.33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.93,49.94,49.88,50,50,50,50,25,0,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.33,8.28
10400 Sou,75,5208,11282,Major arterial,1,0.267,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938694,40.562348,0.0 -111.943762,40.562310,0.0</coordinates></LineString>",0,0,0,0,0,0,0,0,0,112820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,97,76,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,20,0,0.41,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,16.02
10400 Sou,11282,11282,5208,Major arterial,1,0.267,2,40,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.943761,40.562184,0.0 -111.938693,40.562222,0.0</coordinates></LineString>",0,0,0,0,0,0,0,E,W,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,500,257,0,0,0,0,0,0,38.67,40,40,40,40,40,40,40,40,40,40,40,40,40,40,38.39,35.46,30.98,40,40,40,40,20,0,0.41,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.42,0.45,0.52,0.4,0.4,0.4,0.4,0.8,16.02
1300 West,30,4952,5022,Major arterial,1,0.501,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929314,40.616673,0.0 -111.929226,40.609414,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,376,210,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.23,33.56,33.99,35,35,35,35,17.5,0,0.89,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.88,0.9,0.88,0.86,0.86,0.86,0.86,1.72,30.06
1300 West,31,4952,5440,Major arterial,1,0.513,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929188,40.616673,0.0 -111.929126,40.624116,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,54400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,164,93,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.59,34.42,34.72,35,35,35,35,17.5,0,0.91,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.89,0.89,0.89,0.88,0.88,0.88,0.88,1.76,30.78
1300 West,5022,5022,4952,Major arterial,1,0.501,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929100,40.609416,0.0 -111.929188,40.616675,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,133,95,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.89,34.89,34.87,35,35,35,35,17.5,0,0.89,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,1.72,30.06
1300 West,46,5022,11147,Major arterial,1,0.119,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929226,40.609417,0.0 -111.929298,40.607694,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,111470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,207,142,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.13,33.28,33.56,35,35,35,35,17.5,0,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.41,7.14
1300 West,5103,5103,5820,Major arterial,1,0.575,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929160,40.594992,0.0 -111.929204,40.603321,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,224,150,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.95,34.6,34.97,35,35,35,35,17.5,0,1.02,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,1.97,34.5
1300 West,53,5103,11161,Major arterial,1,0.272,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929286,40.594992,0.0 -111.929335,40.591048,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,233,159,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.88,34.86,34.85,35,35,35,35,17.5,0,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.93,16.32
1300 West,64,5114,11161,Major arterial,1,0.224,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929131,40.587795,0.0 -111.929209,40.591048,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,152,95,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.97,34.44,34.67,35,35,35,35,17.5,0,0.4,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.39,0.39,0.38,0.38,0.38,0.38,0.77,13.44
1300 West,65,5114,11173,Major arterial,1,0.236,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929258,40.587795,0.0 -111.929309,40.584370,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,90,56,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.46,34.47,35,35,35,35,17.5,0,0.42,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.41,0.41,0.4,0.4,0.4,0.4,0.81,14.16
1300 West,5214,5214,6256,Major arterial,1,0.403,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929144,40.562199,0.0 -111.929076,40.568043,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,141,74,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.83,34.72,34.82,35,35,35,35,17.5,0,0.71,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.7,0.69,0.69,0.69,0.69,0.69,1.38,24.18
1300 West,87,5214,11281,Major arterial,1,0.444,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929270,40.562199,0.0 -111.929216,40.555760,0.0</coordinates></LineString>",0,0,0,0,0,0,0,0,0,112810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,117,90,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,17.5,0,0.79,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,1.52,26.64
