vehicle No.,Time,state
1,67,n1_1[2]_2[2]_3[1]
1,67,n4_1[2]_2[2]_3[1]
1,67,n5_1[2]_2[2]_3[1]
1,67,n6_1[2]_2[2]_3[1]
1,67,n3_3[2]
1,67,n4_3[2]
1,67,n2_3[2]
1,67,n1_3[2]
1,67,n5_3[2]
1,67,n6_3[2]
1,67,n2_1[1]_3[2]
1,67,n3_1[1]_3[2]
1,67,n1_1[1]_3[2]
1,67,n4_1[1]_3[2]
1,67,n5_1[1]_3[2]
1,67,n6_1[1]_3[2]
1,67,n2_2[2]
1,67,n3_2[2]
1,67,n1_2[2]
1,67,n4_2[2]
1,67,n5_2[2]
1,67,n6_2[2]
1,67,n4_2[2]_3[1]
1,67,n6_2[2]_3[1]
1,67,n2_2[2]_3[1]
1,67,n3_2[2]_3[1]
1,67,n1_2[2]_3[1]
1,67,n5_2[2]_3[1]
1,67,n3_2[1]_3[2]
1,67,n2_2[1]_3[2]
1,67,n4_2[1]_3[2]
1,67,n1_2[1]_3[2]
1,67,n5_2[1]_3[2]
1,67,n6_2[1]_3[2]
1,67,n2_1[2]
1,67,n4_1[2]
1,67,n1_1[2]
1,67,n1_1[1]_2[1]_3[2]
1,67,n4_1[1]_2[1]_3[2]
1,67,n2_1[1]_2[1]_3[2]
1,67,n3_1[1]_2[1]_3[2]
1,67,n3_1[2]
1,67,n5_1[2]
1,67,n5_1[1]_2[1]_3[2]
1,67,n6_1[2]
1,67,n6_1[1]_2[1]_3[2]
1,67,n2_1[1]_2[2]
1,67,n3_1[1]_2[2]
1,67,n1_1[1]_2[2]
1,67,n4_1[1]_2[2]
1,67,n5_1[1]_2[2]
1,67,n6_1[1]_2[2]
1,67,n4_1[2]_2[1]
1,67,n2_1[2]_3[1]
1,67,n3_1[2]_3[1]
1,67,n2_1[2]_2[1]
1,67,n3_1[2]_2[1]
1,67,n1_1[2]_3[1]
1,67,n4_1[2]_3[1]
1,67,n1_1[2]_2[1]
1,67,n5_1[2]_2[1]
1,67,n5_1[2]_3[1]
1,67,n6_1[2]_2[1]
1,67,n6_1[2]_3[1]
1,68,n1_1[2]_2[2]_3[2]
1,68,n4_1[2]_2[2]_3[2]
1,68,n2_1[2]_2[2]_3[2]
1,68,n3_1[2]_2[2]_3[2]
1,68,n6_1[2]_2[2]_3[2]
1,68,n5_1[2]_2[2]_3[2]
1,68,n1_1[2]_3[2]
1,68,n4_1[2]_3[2]
1,68,n2_1[2]_3[2]
1,68,n3_1[2]_3[2]
1,68,n5_1[2]_3[2]
1,68,n6_1[2]_3[2]
1,68,n1_2[2]_3[2]
1,68,n4_2[2]_3[2]
1,68,n2_2[2]_3[2]
1,68,n3_2[2]_3[2]
1,68,n6_2[2]_3[2]
1,68,n5_2[2]_3[2]
1,68,n2_1[2]_2[2]
1,68,n3_1[2]_2[2]
1,68,n1_1[2]_2[2]
1,68,n4_1[2]_2[2]
1,68,n5_1[2]_2[2]
1,68,n6_1[2]_2[2]
1,68,n1_1[1]_2[2]_3[2]
1,68,n4_1[1]_2[2]_3[2]
1,68,n2_1[2]_2[1]_3[2]
1,68,n3_1[2]_2[1]_3[2]
1,68,n2_1[1]_2[2]_3[2]
1,68,n3_1[1]_2[2]_3[2]
1,68,n1_1[2]_2[1]_3[2]
1,68,n4_1[2]_2[1]_3[2]
1,68,n5_1[2]_2[1]_3[2]
1,68,n5_1[1]_2[2]_3[2]
1,68,n6_1[1]_2[2]_3[2]
1,68,n6_1[2]_2[1]_3[2]
1,68,n2_1[2]_2[2]_3[1]
1,68,n3_1[2]_2[2]_3[1]
1,68,n1_1[2]_2[2]_3[1]
1,68,n4_1[2]_2[2]_3[1]
1,68,n5_1[2]_2[2]_3[1]
1,68,n6_1[2]_2[2]_3[1]
1,68,n4_3[2]
1,68,n3_3[2]
1,68,n1_3[2]
1,68,n2_3[2]
1,68,n5_3[2]
1,68,n6_3[2]
1,68,n1_1[1]_3[2]
1,68,n4_1[1]_3[2]
1,68,n2_1[1]_3[2]
1,68,n3_1[1]_3[2]
1,68,n5_1[1]_3[2]
1,68,n6_1[1]_3[2]
1,68,n2_2[2]
1,68,n3_2[2]
1,68,n1_2[2]
1,68,n4_2[2]
1,68,n5_2[2]
1,68,n6_2[2]
1,68,n3_2[2]_3[1]
1,68,n6_2[2]_3[1]
1,68,n1_2[2]_3[1]
1,68,n4_2[2]_3[1]
1,68,n2_2[2]_3[1]
1,68,n5_2[2]_3[1]
1,68,n4_2[1]_3[2]
1,68,n1_2[1]_3[2]
1,68,n3_2[1]_3[2]
1,68,n2_2[1]_3[2]
1,68,n5_2[1]_3[2]
1,68,n6_2[1]_3[2]
1,68,n1_1[1]_2[1]_3[2]
1,68,n4_1[2]
1,68,n1_1[2]
1,68,n2_1[2]
1,68,n3_1[2]
1,68,n2_1[1]_2[1]_3[2]
1,68,n3_1[1]_2[1]_3[2]
1,68,n4_1[1]_2[1]_3[2]
1,68,n5_1[2]
1,68,n5_1[1]_2[1]_3[2]
1,68,n6_1[2]
1,68,n6_1[1]_2[1]_3[2]
1,68,n1_1[1]_2[2]
1,68,n4_1[1]_2[2]
1,68,n2_1[1]_2[2]
1,68,n3_1[1]_2[2]
1,68,n5_1[1]_2[2]
1,68,n6_1[1]_2[2]
1,68,n3_1[2]_3[1]
1,68,n1_1[2]_3[1]
1,68,n4_1[2]_3[1]
1,68,n2_1[2]_2[1]
1,68,n3_1[2]_2[1]
1,68,n1_1[2]_2[1]
1,68,n4_1[2]_2[1]
1,68,n2_1[2]_3[1]
1,68,n5_1[2]_3[1]
1,68,n5_1[2]_2[1]
1,68,n6_1[2]_2[1]
1,68,n6_1[2]_3[1]
1,69,n1_1[2]_2[2]_3[2]
1,69,n4_1[2]_2[2]_3[2]
1,69,n2_1[2]_2[2]_3[2]
1,69,n3_1[2]_2[2]_3[2]
1,69,n6_1[2]_2[2]_3[2]
1,69,n5_1[2]_2[2]_3[2]
1,69,n1_1[2]_3[2]
1,69,n4_1[2]_3[2]
1,69,n2_1[2]_3[2]
1,69,n3_1[2]_3[2]
1,69,n5_1[2]_3[2]
1,69,n6_1[2]_3[2]
1,69,n1_2[2]_3[2]
1,69,n4_2[2]_3[2]
1,69,n2_2[2]_3[2]
1,69,n3_2[2]_3[2]
1,69,n6_2[2]_3[2]
1,69,n5_2[2]_3[2]
1,69,n2_1[2]_2[2]
1,69,n3_1[2]_2[2]
1,69,n1_1[2]_2[2]
1,69,n4_1[2]_2[2]
1,69,n5_1[2]_2[2]
1,69,n6_1[2]_2[2]
1,69,n2_1[2]_2[1]_3[2]
1,69,n3_1[2]_2[1]_3[2]
1,69,n1_1[2]_2[1]_3[2]
1,69,n4_1[2]_2[1]_3[2]
1,69,n1_1[1]_2[2]_3[2]
1,69,n4_1[1]_2[2]_3[2]
1,69,n2_1[1]_2[2]_3[2]
1,69,n3_1[1]_2[2]_3[2]
1,69,n5_1[1]_2[2]_3[2]
1,69,n5_1[2]_2[1]_3[2]
1,69,n6_1[2]_2[1]_3[2]
1,69,n6_1[1]_2[2]_3[2]
1,69,n1_1[2]_2[2]_3[1]
1,69,n4_1[2]_2[2]_3[1]
1,69,n2_1[2]_2[2]_3[1]
1,69,n3_1[2]_2[2]_3[1]
1,69,n5_1[2]_2[2]_3[1]
1,69,n6_1[2]_2[2]_3[1]
1,69,n3_3[2]
1,69,n4_3[2]
1,69,n2_3[2]
1,69,n1_3[2]
1,69,n5_3[2]
1,69,n6_3[2]
1,69,n1_1[1]_3[2]
1,69,n4_1[1]_3[2]
1,69,n2_1[1]_3[2]
1,69,n3_1[1]_3[2]
1,69,n5_1[1]_3[2]
1,69,n6_1[1]_3[2]
1,69,n1_2[2]
1,69,n4_2[2]
1,69,n2_2[2]
1,69,n3_2[2]
1,69,n5_2[2]
1,69,n6_2[2]
1,69,n4_2[2]_3[1]
1,69,n6_2[2]_3[1]
1,69,n2_2[2]_3[1]
1,69,n3_2[2]_3[1]
1,69,n1_2[2]_3[1]
1,69,n5_2[2]_3[1]
1,69,n3_2[1]_3[2]
1,69,n2_2[1]_3[2]
1,69,n4_2[1]_3[2]
1,69,n1_2[1]_3[2]
1,69,n5_2[1]_3[2]
1,69,n6_2[1]_3[2]
1,69,n2_1[2]
1,69,n4_1[2]
1,69,n1_1[2]
1,69,n2_1[1]_2[1]_3[2]
1,69,n3_1[1]_2[1]_3[2]
1,69,n1_1[1]_2[1]_3[2]
1,69,n4_1[1]_2[1]_3[2]
1,69,n3_1[2]
1,69,n5_1[1]_2[1]_3[2]
1,69,n5_1[2]
1,69,n6_1[2]
1,69,n6_1[1]_2[1]_3[2]
1,69,n2_1[1]_2[2]
1,69,n3_1[1]_2[2]
1,69,n1_1[1]_2[2]
1,69,n4_1[1]_2[2]
1,69,n5_1[1]_2[2]
1,69,n6_1[1]_2[2]
1,69,n3_1[2]_3[1]
1,69,n2_1[2]_2[1]
1,69,n3_1[2]_2[1]
1,69,n1_1[2]_3[1]
1,69,n4_1[2]_3[1]
1,69,n1_1[2]_2[1]
1,69,n4_1[2]_2[1]
1,69,n2_1[2]_3[1]
1,69,n5_1[2]_3[1]
1,69,n5_1[2]_2[1]
1,69,n6_1[2]_3[1]
1,69,n6_1[2]_2[1]
1,70,n2_1[2]_2[2]_3[2]
1,70,n3_1[2]_2[2]_3[2]
1,70,n1_1[2]_2[2]_3[2]
1,70,n4_1[2]_2[2]_3[2]
1,70,n6_1[2]_2[2]_3[2]
1,70,n5_1[2]_2[2]_3[2]
1,70,n2_1[2]_3[2]
1,70,n3_1[2]_3[2]
1,70,n1_1[2]_3[2]
1,70,n4_1[2]_3[2]
1,70,n5_1[2]_3[2]
1,70,n6_1[2]_3[2]
1,70,n2_2[2]_3[2]
1,70,n3_2[2]_3[2]
1,70,n1_2[2]_3[2]
1,70,n4_2[2]_3[2]
1,70,n6_2[2]_3[2]
1,70,n5_2[2]_3[2]
1,70,n1_1[2]_2[2]
1,70,n4_1[2]_2[2]
1,70,n2_1[2]_2[2]
1,70,n3_1[2]_2[2]
1,70,n5_1[2]_2[2]
1,70,n6_1[2]_2[2]
1,70,n2_1[1]_2[2]_3[2]
1,70,n3_1[1]_2[2]_3[2]
1,70,n1_1[2]_2[1]_3[2]
1,70,n4_1[2]_2[1]_3[2]
1,70,n1_1[1]_2[2]_3[2]
1,70,n4_1[1]_2[2]_3[2]
1,70,n2_1[2]_2[1]_3[2]
1,70,n3_1[2]_2[1]_3[2]
1,70,n5_1[2]_2[1]_3[2]
1,70,n5_1[1]_2[2]_3[2]
1,70,n6_1[1]_2[2]_3[2]
1,70,n6_1[2]_2[1]_3[2]
1,70,n1_1[2]_2[2]_3[1]
1,70,n4_1[2]_2[2]_3[1]
1,70,n2_1[2]_2[2]_3[1]
1,70,n3_1[2]_2[2]_3[1]
1,70,n5_1[2]_2[2]_3[1]
1,70,n6_1[2]_2[2]_3[1]
1,70,n4_3[2]
1,70,n3_3[2]
1,70,n1_3[2]
1,70,n2_3[2]
1,70,n5_3[2]
1,70,n6_3[2]
1,70,n2_1[1]_3[2]
1,70,n3_1[1]_3[2]
1,70,n1_1[1]_3[2]
1,70,n4_1[1]_3[2]
1,70,n5_1[1]_3[2]
1,70,n6_1[1]_3[2]
1,70,n1_2[2]
1,70,n4_2[2]
1,70,n2_2[2]
1,70,n3_2[2]
1,70,n5_2[2]
1,70,n6_2[2]
1,70,n3_2[2]_3[1]
1,70,n6_2[2]_3[1]
1,70,n1_2[2]_3[1]
1,70,n4_2[2]_3[1]
1,70,n2_2[2]_3[1]
1,70,n5_2[2]_3[1]
1,70,n4_2[1]_3[2]
1,70,n1_2[1]_3[2]
1,70,n3_2[1]_3[2]
1,70,n2_2[1]_3[2]
1,70,n5_2[1]_3[2]
1,70,n6_2[1]_3[2]
1,70,n2_1[2]
1,70,n3_1[1]_2[1]_3[2]
1,70,n2_1[1]_2[1]_3[2]
1,70,n1_1[2]
1,70,n4_1[2]
1,70,n1_1[1]_2[1]_3[2]
1,70,n4_1[1]_2[1]_3[2]
1,70,n3_1[2]
1,70,n5_1[2]
1,70,n5_1[1]_2[1]_3[2]
1,70,n6_1[1]_2[1]_3[2]
1,70,n6_1[2]
1,70,n1_1[1]_2[2]
1,70,n4_1[1]_2[2]
1,70,n2_1[1]_2[2]
1,70,n3_1[1]_2[2]
1,70,n5_1[1]_2[2]
1,70,n6_1[1]_2[2]
1,70,n3_1[2]_2[1]
1,70,n1_1[2]_3[1]
1,70,n4_1[2]_3[1]
1,70,n2_1[2]_3[1]
1,70,n3_1[2]_3[1]
1,70,n1_1[2]_2[1]
1,70,n4_1[2]_2[1]
1,70,n2_1[2]_2[1]
1,70,n5_1[2]_2[1]
1,70,n5_1[2]_3[1]
1,70,n6_1[2]_3[1]
1,70,n6_1[2]_2[1]
1,71,n2_1[2]_2[2]_3[2]
1,71,n3_1[2]_2[2]_3[2]
1,71,n1_1[2]_2[2]_3[2]
1,71,n4_1[2]_2[2]_3[2]
1,71,n6_1[2]_2[2]_3[2]
1,71,n5_1[2]_2[2]_3[2]
1,71,n2_1[2]_3[2]
1,71,n3_1[2]_3[2]
1,71,n1_1[2]_3[2]
1,71,n4_1[2]_3[2]
1,71,n5_1[2]_3[2]
1,71,n6_1[2]_3[2]
1,71,n2_2[2]_3[2]
1,71,n3_2[2]_3[2]
1,71,n1_2[2]_3[2]
1,71,n4_2[2]_3[2]
1,71,n6_2[2]_3[2]
1,71,n5_2[2]_3[2]
1,71,n1_1[2]_2[2]
1,71,n4_1[2]_2[2]
1,71,n2_1[2]_2[2]
1,71,n3_1[2]_2[2]
1,71,n5_1[2]_2[2]
1,71,n6_1[2]_2[2]
1,71,n1_1[2]_2[1]_3[2]
1,71,n4_1[2]_2[1]_3[2]
1,71,n2_1[2]_2[1]_3[2]
1,71,n3_1[2]_2[1]_3[2]
1,71,n2_1[1]_2[2]_3[2]
1,71,n3_1[1]_2[2]_3[2]
1,71,n1_1[1]_2[2]_3[2]
1,71,n4_1[1]_2[2]_3[2]
1,71,n5_1[1]_2[2]_3[2]
1,71,n5_1[2]_2[1]_3[2]
1,71,n6_1[2]_2[1]_3[2]
1,71,n6_1[1]_2[2]_3[2]
1,71,n2_1[2]_2[2]_3[1]
1,71,n3_1[2]_2[2]_3[1]
1,71,n1_1[2]_2[2]_3[1]
1,71,n4_1[2]_2[2]_3[1]
1,71,n5_1[2]_2[2]_3[1]
1,71,n6_1[2]_2[2]_3[1]
1,71,n3_3[2]
1,71,n4_3[2]
1,71,n2_3[2]
1,71,n1_3[2]
1,71,n5_3[2]
1,71,n6_3[2]
1,71,n2_1[1]_3[2]
1,71,n3_1[1]_3[2]
1,71,n1_1[1]_3[2]
1,71,n4_1[1]_3[2]
1,71,n5_1[1]_3[2]
1,71,n6_1[1]_3[2]
1,71,n2_2[2]
1,71,n3_2[2]
1,71,n1_2[2]
1,71,n4_2[2]
1,71,n5_2[2]
1,71,n6_2[2]
1,71,n4_2[2]_3[1]
1,71,n6_2[2]_3[1]
1,71,n2_2[2]_3[1]
1,71,n3_2[2]_3[1]
1,71,n1_2[2]_3[1]
1,71,n5_2[2]_3[1]
1,71,n3_2[1]_3[2]
1,71,n2_2[1]_3[2]
1,71,n4_2[1]_3[2]
1,71,n1_2[1]_3[2]
1,71,n5_2[1]_3[2]
1,71,n6_2[1]_3[2]
1,71,n2_1[2]
1,71,n4_1[2]
1,71,n1_1[2]
1,71,n1_1[1]_2[1]_3[2]
1,71,n4_1[1]_2[1]_3[2]
1,71,n2_1[1]_2[1]_3[2]
1,71,n3_1[1]_2[1]_3[2]
1,71,n3_1[2]
1,71,n5_1[2]
1,71,n5_1[1]_2[1]_3[2]
1,71,n6_1[2]
1,71,n6_1[1]_2[1]_3[2]
1,71,n2_1[1]_2[2]
1,71,n3_1[1]_2[2]
1,71,n1_1[1]_2[2]
1,71,n4_1[1]_2[2]
1,71,n5_1[1]_2[2]
1,71,n6_1[1]_2[2]
1,71,n3_1[2]_2[1]
1,71,n1_1[2]_3[1]
1,71,n4_1[2]_3[1]
1,71,n1_1[2]_2[1]
1,71,n4_1[2]_2[1]
1,71,n2_1[2]_3[1]
1,71,n3_1[2]_3[1]
1,71,n2_1[2]_2[1]
1,71,n5_1[2]_3[1]
1,71,n5_1[2]_2[1]
1,71,n6_1[2]_2[1]
1,71,n6_1[2]_3[1]
1,72,n1_1[2]_2[2]_3[2]
1,72,n4_1[2]_2[2]_3[2]
1,72,n2_1[2]_2[2]_3[2]
1,72,n3_1[2]_2[2]_3[2]
1,72,n6_1[2]_2[2]_3[2]
1,72,n5_1[2]_2[2]_3[2]
1,72,n1_1[2]_3[2]
1,72,n4_1[2]_3[2]
1,72,n2_1[2]_3[2]
1,72,n3_1[2]_3[2]
1,72,n5_1[2]_3[2]
1,72,n6_1[2]_3[2]
1,72,n1_2[2]_3[2]
1,72,n4_2[2]_3[2]
1,72,n2_2[2]_3[2]
1,72,n3_2[2]_3[2]
1,72,n6_2[2]_3[2]
1,72,n5_2[2]_3[2]
1,72,n2_1[2]_2[2]
1,72,n3_1[2]_2[2]
1,72,n1_1[2]_2[2]
1,72,n4_1[2]_2[2]
1,72,n5_1[2]_2[2]
1,72,n6_1[2]_2[2]
1,72,n1_1[1]_2[2]_3[2]
1,72,n4_1[1]_2[2]_3[2]
1,72,n2_1[2]_2[1]_3[2]
1,72,n3_1[2]_2[1]_3[2]
1,72,n2_1[1]_2[2]_3[2]
1,72,n3_1[1]_2[2]_3[2]
1,72,n1_1[2]_2[1]_3[2]
1,72,n4_1[2]_2[1]_3[2]
1,72,n5_1[2]_2[1]_3[2]
1,72,n5_1[1]_2[2]_3[2]
1,72,n6_1[1]_2[2]_3[2]
1,72,n6_1[2]_2[1]_3[2]
1,72,n2_1[2]_2[2]_3[1]
1,72,n3_1[2]_2[2]_3[1]
1,72,n1_1[2]_2[2]_3[1]
1,72,n4_1[2]_2[2]_3[1]
1,72,n5_1[2]_2[2]_3[1]
1,72,n6_1[2]_2[2]_3[1]
1,72,n4_3[2]
1,72,n3_3[2]
1,72,n1_3[2]
1,72,n2_3[2]
1,72,n5_3[2]
1,72,n6_3[2]
1,72,n1_1[1]_3[2]
1,72,n4_1[1]_3[2]
1,72,n2_1[1]_3[2]
1,72,n3_1[1]_3[2]
1,72,n5_1[1]_3[2]
1,72,n6_1[1]_3[2]
1,72,n2_2[2]
1,72,n3_2[2]
1,72,n1_2[2]
1,72,n4_2[2]
1,72,n5_2[2]
1,72,n6_2[2]
1,72,n3_2[2]_3[1]
1,72,n6_2[2]_3[1]
1,72,n1_2[2]_3[1]
1,72,n4_2[2]_3[1]
1,72,n2_2[2]_3[1]
1,72,n5_2[2]_3[1]
1,72,n4_2[1]_3[2]
1,72,n1_2[1]_3[2]
1,72,n3_2[1]_3[2]
1,72,n2_2[1]_3[2]
1,72,n5_2[1]_3[2]
1,72,n6_2[1]_3[2]
1,72,n1_1[1]_2[1]_3[2]
1,72,n4_1[2]
1,72,n1_1[2]
1,72,n2_1[2]
1,72,n3_1[2]
1,72,n2_1[1]_2[1]_3[2]
1,72,n3_1[1]_2[1]_3[2]
1,72,n4_1[1]_2[1]_3[2]
1,72,n5_1[2]
1,72,n5_1[1]_2[1]_3[2]
1,72,n6_1[2]
1,72,n6_1[1]_2[1]_3[2]
1,72,n1_1[1]_2[2]
1,72,n4_1[1]_2[2]
1,72,n2_1[1]_2[2]
1,72,n3_1[1]_2[2]
1,72,n5_1[1]_2[2]
1,72,n6_1[1]_2[2]
1,72,n3_1[2]_2[1]
1,72,n1_1[2]_2[1]
1,72,n4_1[2]_2[1]
1,72,n2_1[2]_3[1]
1,72,n3_1[2]_3[1]
1,72,n1_1[2]_3[1]
1,72,n4_1[2]_3[1]
1,72,n2_1[2]_2[1]
1,72,n5_1[2]_3[1]
1,72,n5_1[2]_2[1]
1,72,n6_1[2]_3[1]
1,72,n6_1[2]_2[1]
1,73,n1_1[2]_2[2]_3[2]
1,73,n4_1[2]_2[2]_3[2]
1,73,n2_1[2]_2[2]_3[2]
1,73,n3_1[2]_2[2]_3[2]
1,73,n6_1[2]_2[2]_3[2]
1,73,n5_1[2]_2[2]_3[2]
1,73,n1_1[2]_3[2]
1,73,n4_1[2]_3[2]
1,73,n2_1[2]_3[2]
1,73,n3_1[2]_3[2]
1,73,n5_1[2]_3[2]
1,73,n6_1[2]_3[2]
1,73,n1_2[2]_3[2]
1,73,n4_2[2]_3[2]
1,73,n2_2[2]_3[2]
1,73,n3_2[2]_3[2]
1,73,n6_2[2]_3[2]
1,73,n5_2[2]_3[2]
1,73,n2_1[2]_2[2]
1,73,n3_1[2]_2[2]
1,73,n1_1[2]_2[2]
1,73,n4_1[2]_2[2]
1,73,n5_1[2]_2[2]
1,73,n6_1[2]_2[2]
1,73,n2_1[2]_2[1]_3[2]
1,73,n3_1[2]_2[1]_3[2]
1,73,n1_1[2]_2[1]_3[2]
1,73,n4_1[2]_2[1]_3[2]
1,73,n1_1[1]_2[2]_3[2]
1,73,n4_1[1]_2[2]_3[2]
1,73,n2_1[1]_2[2]_3[2]
1,73,n3_1[1]_2[2]_3[2]
1,73,n5_1[1]_2[2]_3[2]
1,73,n5_1[2]_2[1]_3[2]
1,73,n6_1[2]_2[1]_3[2]
1,73,n6_1[1]_2[2]_3[2]
1,73,n1_1[2]_2[2]_3[1]
1,73,n4_1[2]_2[2]_3[1]
1,73,n2_1[2]_2[2]_3[1]
1,73,n3_1[2]_2[2]_3[1]
1,73,n5_1[2]_2[2]_3[1]
1,73,n6_1[2]_2[2]_3[1]
1,73,n3_3[2]
1,73,n4_3[2]
1,73,n2_3[2]
1,73,n1_3[2]
1,73,n5_3[2]
1,73,n6_3[2]
1,73,n1_1[1]_3[2]
1,73,n4_1[1]_3[2]
1,73,n2_1[1]_3[2]
1,73,n3_1[1]_3[2]
1,73,n5_1[1]_3[2]
1,73,n6_1[1]_3[2]
1,73,n1_2[2]
1,73,n4_2[2]
1,73,n2_2[2]
1,73,n3_2[2]
1,73,n5_2[2]
1,73,n6_2[2]
1,73,n4_2[2]_3[1]
1,73,n6_2[2]_3[1]
1,73,n2_2[2]_3[1]
1,73,n3_2[2]_3[1]
1,73,n1_2[2]_3[1]
1,73,n5_2[2]_3[1]
1,73,n3_2[1]_3[2]
1,73,n2_2[1]_3[2]
1,73,n4_2[1]_3[2]
1,73,n1_2[1]_3[2]
1,73,n5_2[1]_3[2]
1,73,n6_2[1]_3[2]
1,73,n2_1[2]
1,73,n4_1[2]
1,73,n1_1[2]
1,73,n2_1[1]_2[1]_3[2]
1,73,n3_1[1]_2[1]_3[2]
1,73,n1_1[1]_2[1]_3[2]
1,73,n4_1[1]_2[1]_3[2]
1,73,n3_1[2]
1,73,n5_1[1]_2[1]_3[2]
1,73,n5_1[2]
1,73,n6_1[2]
1,73,n6_1[1]_2[1]_3[2]
1,73,n2_1[1]_2[2]
1,73,n3_1[1]_2[2]
1,73,n1_1[1]_2[2]
1,73,n4_1[1]_2[2]
1,73,n5_1[1]_2[2]
1,73,n6_1[1]_2[2]
1,73,n4_1[2]_3[1]
1,73,n1_1[2]_2[1]
1,73,n4_1[2]_2[1]
1,73,n2_1[2]_3[1]
1,73,n3_1[2]_3[1]
1,73,n2_1[2]_2[1]
1,73,n3_1[2]_2[1]
1,73,n1_1[2]_3[1]
1,73,n5_1[2]_2[1]
1,73,n5_1[2]_3[1]
1,73,n6_1[2]_3[1]
1,73,n6_1[2]_2[1]
1,74,n2_1[2]_2[2]_3[2]
1,74,n3_1[2]_2[2]_3[2]
1,74,n1_1[2]_2[2]_3[2]
1,74,n4_1[2]_2[2]_3[2]
1,74,n6_1[2]_2[2]_3[2]
1,74,n5_1[2]_2[2]_3[2]
1,74,n2_1[2]_3[2]
1,74,n3_1[2]_3[2]
1,74,n1_1[2]_3[2]
1,74,n4_1[2]_3[2]
1,74,n5_1[2]_3[2]
1,74,n6_1[2]_3[2]
1,74,n2_2[2]_3[2]
1,74,n3_2[2]_3[2]
1,74,n1_2[2]_3[2]
1,74,n4_2[2]_3[2]
1,74,n6_2[2]_3[2]
1,74,n5_2[2]_3[2]
1,74,n1_1[2]_2[2]
1,74,n4_1[2]_2[2]
1,74,n2_1[2]_2[2]
1,74,n3_1[2]_2[2]
1,74,n5_1[2]_2[2]
1,74,n6_1[2]_2[2]
1,74,n2_1[1]_2[2]_3[2]
1,74,n3_1[1]_2[2]_3[2]
1,74,n1_1[2]_2[1]_3[2]
1,74,n4_1[2]_2[1]_3[2]
1,74,n1_1[1]_2[2]_3[2]
1,74,n4_1[1]_2[2]_3[2]
1,74,n2_1[2]_2[1]_3[2]
1,74,n3_1[2]_2[1]_3[2]
1,74,n5_1[2]_2[1]_3[2]
1,74,n5_1[1]_2[2]_3[2]
1,74,n6_1[1]_2[2]_3[2]
1,74,n6_1[2]_2[1]_3[2]
1,74,n1_1[2]_2[2]_3[1]
1,74,n4_1[2]_2[2]_3[1]
1,74,n2_1[2]_2[2]_3[1]
1,74,n3_1[2]_2[2]_3[1]
1,74,n5_1[2]_2[2]_3[1]
1,74,n6_1[2]_2[2]_3[1]
1,74,n4_3[2]
1,74,n3_3[2]
1,74,n1_3[2]
1,74,n2_3[2]
1,74,n5_3[2]
1,74,n6_3[2]
1,74,n2_1[1]_3[2]
1,74,n3_1[1]_3[2]
1,74,n1_1[1]_3[2]
1,74,n4_1[1]_3[2]
1,74,n5_1[1]_3[2]
1,74,n6_1[1]_3[2]
1,74,n1_2[2]
1,74,n4_2[2]
1,74,n2_2[2]
1,74,n3_2[2]
1,74,n5_2[2]
1,74,n6_2[2]
1,74,n3_2[2]_3[1]
1,74,n6_2[2]_3[1]
1,74,n1_2[2]_3[1]
1,74,n4_2[2]_3[1]
1,74,n2_2[2]_3[1]
1,74,n5_2[2]_3[1]
1,74,n4_2[1]_3[2]
1,74,n1_2[1]_3[2]
1,74,n3_2[1]_3[2]
1,74,n2_2[1]_3[2]
1,74,n5_2[1]_3[2]
1,74,n6_2[1]_3[2]
1,74,n2_1[2]
1,74,n3_1[1]_2[1]_3[2]
1,74,n2_1[1]_2[1]_3[2]
1,74,n1_1[2]
1,74,n4_1[2]
1,74,n1_1[1]_2[1]_3[2]
1,74,n4_1[1]_2[1]_3[2]
1,74,n3_1[2]
1,74,n5_1[2]
1,74,n5_1[1]_2[1]_3[2]
1,74,n6_1[1]_2[1]_3[2]
1,74,n6_1[2]
1,74,n1_1[1]_2[2]
1,74,n4_1[1]_2[2]
1,74,n2_1[1]_2[2]
1,74,n3_1[1]_2[2]
1,74,n5_1[1]_2[2]
1,74,n6_1[1]_2[2]
1,74,n3_1[2]_3[1]
1,74,n1_1[2]_2[1]
1,74,n4_1[2]_2[1]
1,74,n2_1[2]_2[1]
1,74,n3_1[2]_2[1]
1,74,n1_1[2]_3[1]
1,74,n4_1[2]_3[1]
1,74,n2_1[2]_3[1]
1,74,n5_1[2]_2[1]
1,74,n5_1[2]_3[1]
1,74,n6_1[2]_2[1]
1,74,n6_1[2]_3[1]
1,75,n2_1[2]_2[2]_3[2]
1,75,n3_1[2]_2[2]_3[2]
1,75,n1_1[2]_2[2]_3[2]
1,75,n4_1[2]_2[2]_3[2]
1,75,n6_1[2]_2[2]_3[2]
1,75,n5_1[2]_2[2]_3[2]
1,75,n2_1[2]_3[2]
1,75,n3_1[2]_3[2]
1,75,n1_1[2]_3[2]
1,75,n4_1[2]_3[2]
1,75,n5_1[2]_3[2]
1,75,n6_1[2]_3[2]
1,75,n2_2[2]_3[2]
1,75,n3_2[2]_3[2]
1,75,n1_2[2]_3[2]
1,75,n4_2[2]_3[2]
1,75,n6_2[2]_3[2]
1,75,n5_2[2]_3[2]
1,75,n1_1[2]_2[2]
1,75,n4_1[2]_2[2]
