LR_iteration,Stepsize,path_node_seq,path_ime_sequence
0,1.000000,11;4;2;7;7;2;5;6;3;8;8;3;1;2;9;9;2;5;6;3;10;10;3;1;12;12;,1;2;4;5;15;16;17;18;19;20;22;23;25;27;28;35;36;37;38;39;40;42;43;45;46;100;,
Upperbound:, ,11;4;2;7;7;2;5;6;3;8;8;3;1;2;9;9;2;5;6;3;10;10;3;1;12;12;,1;2;4;5;15;16;17;18;19;20;22;23;25;27;28;35;36;37;38;39;40;42;43;45;46;100;,
