iteration,stepSize,p1' profit,p2's profit,p3's profit,p4's profit,p5's profit,p6's profit,p7's profit,p8's profit,p9's profit,p10's profit,LowerBoundCost
0,1.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61.500000,
